,id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
2714,2714,highway,3,0.14,25,daylight,foggy,False,False,afternoon,False,True,2.0,0.16
24743,24743,rural,1,0.34,25,daylight,clear,True,False,afternoon,True,False,1.0,0.06
15119,15119,urban,1,0.14,70,daylight,foggy,True,True,afternoon,False,True,2.0,0.2
36879,36879,highway,1,0.73,70,dim,clear,False,True,evening,True,False,2.0,0.38
38843,38843,highway,3,0.36,35,daylight,foggy,False,True,morning,False,True,1.0,0.27
37286,37286,rural,2,0.52,45,dim,clear,True,False,morning,False,False,1.0,0.17
25279,25279,highway,2,0.26,25,dim,foggy,True,False,evening,False,True,1.0,0.22
40124,40124,rural,3,0.34,70,dim,clear,False,True,morning,False,False,0.0,0.24
35880,35880,urban,4,0.92,25,dim,clear,True,True,evening,True,False,3.0,0.37
15404,15404,highway,3,0.03,35,dim,rainy,False,True,afternoon,False,False,1.0,0.13
24905,24905,rural,3,0.18,35,dim,foggy,True,True,afternoon,False,True,1.0,0.17
3401,3401,highway,3,0.74,35,dim,rainy,False,False,morning,True,True,0.0,0.27
15844,15844,urban,3,0.92,60,dim,rainy,True,True,evening,True,True,0.0,0.54
42469,42469,rural,1,0.55,45,dim,rainy,False,True,afternoon,True,True,1.0,0.22
6284,6284,rural,4,0.95,35,night,clear,True,False,morning,True,False,3.0,0.6
19885,19885,rural,3,0.34,60,dim,rainy,True,True,morning,True,True,1.0,0.35
1661,1661,highway,4,0.4,35,daylight,foggy,True,True,morning,True,True,1.0,0.28
4684,4684,urban,4,0.82,45,dim,foggy,False,False,morning,True,True,2.0,0.39
30282,30282,highway,4,0.35,70,daylight,clear,False,False,evening,False,True,0.0,0.33
16842,16842,urban,3,0.52,70,daylight,clear,True,False,evening,False,True,3.0,0.52
20503,20503,urban,3,0.16,25,night,rainy,True,False,morning,False,False,2.0,0.31
13575,13575,highway,1,0.97,45,dim,clear,True,True,evening,False,True,2.0,0.33
33206,33206,highway,3,0.95,60,dim,clear,True,False,afternoon,True,False,1.0,0.55
15452,15452,rural,4,0.7,45,dim,foggy,False,False,morning,True,False,2.0,0.35
11283,11283,rural,2,0.57,45,daylight,rainy,True,False,morning,True,True,1.0,0.27
38460,38460,highway,2,0.74,35,dim,foggy,False,False,morning,False,True,0.0,0.32
17809,17809,urban,3,0.84,25,daylight,clear,True,False,afternoon,False,False,0.0,0.32
34773,34773,highway,4,0.39,70,daylight,foggy,False,False,morning,False,True,1.0,0.36
39107,39107,highway,4,0.82,45,night,clear,True,False,morning,False,True,0.0,0.52
20466,20466,rural,4,0.58,25,night,clear,True,True,morning,False,True,1.0,0.35
15677,15677,urban,1,0.62,60,night,foggy,True,True,morning,False,True,0.0,0.62
40400,40400,urban,1,0.32,70,dim,foggy,True,False,afternoon,False,False,2.0,0.26
37438,37438,urban,2,0.28,45,night,clear,True,False,afternoon,True,False,2.0,0.34
42546,42546,urban,1,0.58,35,dim,rainy,True,True,afternoon,False,True,3.0,0.4
35930,35930,highway,4,0.12,60,daylight,rainy,False,False,afternoon,False,True,1.0,0.39
17856,17856,urban,4,0.3,35,dim,clear,False,True,morning,True,False,1.0,0.07
12647,12647,highway,3,0.94,60,daylight,clear,True,True,afternoon,True,True,0.0,0.43
39265,39265,urban,4,0.39,45,dim,rainy,True,True,evening,False,False,0.0,0.16
25537,25537,urban,1,0.14,35,daylight,clear,False,False,afternoon,False,True,1.0,0.05
37219,37219,rural,4,0.43,60,dim,clear,True,True,morning,False,True,0.0,0.22
17398,17398,highway,4,0.14,60,night,clear,False,True,morning,False,True,2.0,0.45
27234,27234,rural,1,0.65,60,daylight,clear,True,False,morning,True,False,2.0,0.46
27985,27985,rural,2,0.24,60,daylight,clear,False,True,evening,False,False,1.0,0.26
20926,20926,rural,3,0.05,60,daylight,foggy,False,True,morning,True,False,1.0,0.32
3971,3971,highway,1,0.34,25,dim,rainy,True,True,morning,True,False,1.0,0.18
5375,5375,urban,3,0.13,25,night,rainy,False,True,evening,True,False,2.0,0.28
13112,13112,urban,1,0.23,35,daylight,foggy,False,False,afternoon,True,False,2.0,0.13
39116,39116,rural,3,0.23,35,night,clear,True,True,morning,False,False,0.0,0.24
16004,16004,urban,3,0.8,60,night,foggy,True,False,morning,True,True,3.0,0.97
20004,20004,rural,2,0.81,70,dim,clear,True,True,evening,False,False,1.0,0.49
15764,15764,highway,4,0.62,45,dim,clear,False,True,evening,False,False,0.0,0.12
7240,7240,rural,4,0.21,45,dim,foggy,False,False,afternoon,False,False,2.0,0.15
29877,29877,rural,2,0.63,35,night,rainy,False,True,afternoon,True,True,2.0,0.44
22255,22255,urban,2,0.12,35,night,rainy,True,True,evening,False,False,2.0,0.28
5728,5728,urban,2,0.48,35,dim,clear,False,True,afternoon,True,False,1.0,0.04
25223,25223,highway,4,0.49,35,night,rainy,False,True,afternoon,False,True,2.0,0.44
953,953,highway,3,0.4,70,dim,clear,False,False,afternoon,True,False,1.0,0.33
12901,12901,urban,1,0.67,35,dim,foggy,True,False,afternoon,False,False,0.0,0.26
23902,23902,urban,3,0.06,35,daylight,clear,False,True,morning,False,True,1.0,0.03
37614,37614,rural,1,0.37,25,dim,clear,False,True,afternoon,False,True,0.0,0.14
18672,18672,rural,1,0.82,25,night,rainy,True,False,afternoon,True,True,1.0,0.49
37300,37300,highway,3,0.79,60,dim,clear,True,False,evening,True,True,1.0,0.44
10638,10638,highway,4,0.85,45,daylight,clear,True,False,morning,False,True,1.0,0.24
37433,37433,urban,3,0.54,45,daylight,clear,False,True,afternoon,True,False,2.0,0.17
40513,40513,highway,1,0.51,70,dim,clear,True,False,morning,False,True,0.0,0.33
35186,35186,rural,4,0.89,45,daylight,foggy,False,False,afternoon,False,False,1.0,0.3
19016,19016,rural,1,0.45,70,dim,rainy,True,False,morning,True,False,2.0,0.43
39302,39302,urban,3,0.1,70,night,clear,True,False,afternoon,False,True,1.0,0.37
2410,2410,highway,1,0.63,60,daylight,clear,False,False,afternoon,False,True,2.0,0.32
23072,23072,highway,3,0.67,45,night,clear,True,False,evening,False,True,1.0,0.37
8174,8174,rural,2,0.67,35,night,clear,True,True,morning,False,False,0.0,0.36
16100,16100,highway,1,0.98,45,night,rainy,False,True,evening,True,False,3.0,0.69
42537,42537,urban,4,0.22,25,night,clear,False,True,afternoon,False,False,1.0,0.22
13973,13973,urban,4,0.78,60,night,foggy,True,False,evening,True,True,0.0,0.66
16226,16226,rural,1,0.25,45,daylight,rainy,False,True,morning,True,False,1.0,0.17
2373,2373,urban,3,0.44,60,daylight,foggy,False,False,evening,True,True,1.0,0.45
17969,17969,urban,4,0.67,25,daylight,clear,True,False,evening,False,True,2.0,0.23
9632,9632,urban,3,0.16,60,dim,rainy,True,True,morning,False,False,2.0,0.39
14204,14204,urban,2,0.05,35,night,foggy,True,False,evening,True,False,1.0,0.31
28768,28768,urban,1,0.84,35,night,foggy,True,False,evening,False,True,2.0,0.55
8404,8404,highway,3,0.69,60,dim,rainy,False,True,afternoon,True,True,3.0,0.66
36675,36675,urban,3,0.43,35,dim,rainy,False,True,evening,False,True,2.0,0.24
41649,41649,urban,1,0.45,45,dim,rainy,True,False,afternoon,True,False,1.0,0.21
36579,36579,highway,3,0.79,60,daylight,foggy,True,True,afternoon,False,True,1.0,0.56
9482,9482,urban,2,0.9,25,dim,rainy,True,True,afternoon,False,False,3.0,0.61
40548,40548,highway,3,0.45,45,night,foggy,True,True,evening,False,False,1.0,0.44
38248,38248,urban,1,0.63,70,daylight,foggy,False,False,evening,False,True,3.0,0.62
1035,1035,rural,4,0.06,60,dim,clear,False,True,evening,True,True,1.0,0.26
11061,11061,urban,2,0.33,45,dim,clear,True,True,afternoon,False,True,1.0,0.15
42726,42726,rural,4,0.7,45,daylight,foggy,True,True,afternoon,False,True,0.0,0.24
42154,42154,urban,2,0.18,60,dim,rainy,False,True,morning,True,True,0.0,0.34
4582,4582,urban,3,0.87,45,daylight,rainy,False,True,afternoon,True,False,1.0,0.39
25724,25724,urban,4,0.85,70,dim,clear,False,False,morning,True,True,3.0,0.56
25902,25902,rural,2,0.9,60,night,clear,True,True,afternoon,True,True,1.0,0.7
1269,1269,highway,2,0.26,70,daylight,foggy,False,False,afternoon,False,True,2.0,0.4
24179,24179,urban,1,0.11,35,dim,rainy,False,True,evening,False,True,0.0,0.06
39538,39538,highway,2,0.91,45,daylight,clear,True,True,evening,True,False,1.0,0.3
10447,10447,urban,3,0.65,45,daylight,rainy,False,True,morning,True,False,1.0,0.37
18337,18337,highway,1,0.31,70,dim,rainy,True,True,afternoon,True,False,0.0,0.44
38602,38602,urban,2,0.18,45,dim,foggy,True,False,morning,True,False,2.0,0.14
43391,43391,rural,2,0.04,70,daylight,foggy,True,False,evening,True,True,1.0,0.28
35710,35710,rural,3,0.43,60,daylight,clear,False,True,evening,False,False,2.0,0.31
4637,4637,highway,4,0.12,35,daylight,rainy,False,True,afternoon,False,True,0.0,0.17
29700,29700,rural,3,0.17,25,daylight,rainy,False,False,morning,True,False,1.0,0.09
9285,9285,highway,1,0.79,60,night,clear,True,True,morning,False,True,2.0,0.55
12222,12222,urban,3,0.09,25,dim,rainy,False,False,morning,False,False,1.0,0.19
18287,18287,rural,4,0.65,35,night,rainy,True,False,evening,True,False,2.0,0.52
40212,40212,rural,4,0.42,45,daylight,clear,True,True,afternoon,True,False,1.0,0.08
31666,31666,urban,4,0.12,35,night,foggy,False,True,evening,False,True,2.0,0.36
29521,29521,highway,2,0.75,35,daylight,clear,True,True,afternoon,False,False,0.0,0.31
40762,40762,urban,3,0.17,45,dim,rainy,True,True,evening,False,True,1.0,0.16
18302,18302,highway,1,0.78,35,night,foggy,False,True,afternoon,True,False,1.0,0.51
13363,13363,urban,4,0.48,35,night,rainy,True,True,evening,True,True,1.0,0.45
35983,35983,highway,3,0.91,25,daylight,clear,True,False,evening,False,False,0.0,0.35
42286,42286,highway,4,0.36,35,daylight,foggy,True,False,evening,False,False,2.0,0.11
24000,24000,rural,3,0.4,35,daylight,foggy,True,False,evening,True,False,2.0,0.24
31587,31587,urban,2,0.27,35,night,clear,True,True,afternoon,False,True,2.0,0.22
42597,42597,highway,4,0.31,45,night,foggy,True,False,morning,True,True,2.0,0.45
21293,21293,rural,1,0.97,35,daylight,clear,False,True,morning,False,True,2.0,0.43
2890,2890,urban,1,0.82,35,dim,rainy,False,True,evening,True,False,1.0,0.34
3868,3868,highway,3,0.11,25,dim,clear,False,True,afternoon,False,False,1.0,0.07
41931,41931,highway,2,0.14,45,night,clear,True,False,evening,True,False,2.0,0.28
34533,34533,urban,1,0.39,45,dim,foggy,False,True,morning,True,False,2.0,0.27
37392,37392,urban,1,0.68,45,dim,foggy,True,False,afternoon,True,False,1.0,0.24
37517,37517,highway,1,0.86,45,daylight,foggy,False,False,morning,True,True,2.0,0.35
25143,25143,rural,4,0.4,45,night,rainy,True,False,morning,False,True,2.0,0.53
2515,2515,highway,3,0.3,60,daylight,rainy,True,False,afternoon,False,True,2.0,0.42
17056,17056,urban,3,0.79,25,dim,clear,False,False,evening,True,False,2.0,0.34
35923,35923,highway,1,0.47,60,daylight,foggy,False,False,morning,True,True,0.0,0.51
6313,6313,rural,4,0.81,25,daylight,rainy,True,True,morning,False,False,2.0,0.3
42424,42424,highway,2,0.51,25,night,rainy,True,False,evening,True,True,1.0,0.53
26203,26203,highway,4,0.18,45,night,clear,True,False,morning,True,True,1.0,0.34
20646,20646,urban,1,0.8,60,night,clear,True,True,afternoon,False,False,2.0,0.62
32103,32103,highway,1,0.85,45,daylight,foggy,True,True,afternoon,True,False,0.0,0.35
36842,36842,urban,4,0.54,35,daylight,rainy,False,False,morning,True,False,2.0,0.23
17658,17658,urban,3,0.6,25,dim,rainy,False,False,morning,True,True,2.0,0.24
27483,27483,rural,1,0.01,45,night,rainy,False,True,morning,True,False,0.0,0.34
28417,28417,highway,3,0.03,70,daylight,foggy,True,True,evening,False,True,1.0,0.32
629,629,urban,3,0.51,60,dim,rainy,False,True,afternoon,True,True,1.0,0.49
27517,27517,rural,1,0.45,70,daylight,rainy,True,False,morning,True,True,0.0,0.43
35403,35403,urban,3,0.01,70,dim,rainy,False,True,morning,False,True,1.0,0.28
32351,32351,rural,3,0.51,35,night,clear,True,False,afternoon,True,False,2.0,0.26
23139,23139,highway,1,0.7,70,daylight,foggy,True,True,afternoon,True,True,0.0,0.59
34376,34376,rural,1,0.07,35,daylight,foggy,True,False,evening,False,True,1.0,0.23
22872,22872,urban,2,0.78,60,daylight,foggy,False,True,afternoon,True,True,1.0,0.48
16489,16489,urban,2,0.53,45,night,clear,False,False,evening,True,True,3.0,0.48
14874,14874,rural,1,0.09,45,daylight,clear,False,True,evening,False,False,0.0,0.01
37607,37607,rural,4,0.43,45,dim,rainy,False,False,morning,False,True,1.0,0.26
19116,19116,highway,2,0.65,35,daylight,foggy,True,True,evening,False,True,0.0,0.38
28463,28463,highway,2,0.85,35,dim,rainy,False,True,evening,True,True,1.0,0.35
30324,30324,urban,2,0.61,45,daylight,clear,False,False,evening,False,False,0.0,0.19
22961,22961,highway,3,0.94,35,dim,foggy,True,True,morning,True,False,1.0,0.31
21127,21127,highway,4,0.88,60,night,foggy,False,True,morning,True,False,3.0,0.86
37118,37118,rural,3,0.19,25,dim,foggy,False,False,morning,False,False,1.0,0.11
16523,16523,urban,4,0.39,70,dim,clear,True,False,afternoon,True,True,0.0,0.26
7541,7541,highway,3,0.11,45,dim,clear,False,False,morning,False,False,1.0,0.02
35169,35169,urban,2,0.74,45,night,foggy,True,False,evening,True,False,0.0,0.46
40714,40714,highway,2,0.62,45,daylight,rainy,False,False,evening,False,True,1.0,0.28
37758,37758,highway,4,0.3,35,dim,rainy,False,True,morning,False,False,1.0,0.23
897,897,urban,4,0.65,70,dim,clear,True,True,evening,False,True,0.0,0.39
30067,30067,highway,1,0.71,25,daylight,clear,False,False,evening,False,False,0.0,0.29
31096,31096,urban,3,0.37,45,daylight,rainy,False,False,evening,False,False,1.0,0.26
35114,35114,rural,1,0.03,35,night,foggy,True,False,evening,False,True,2.0,0.2
11272,11272,urban,3,0.33,45,daylight,foggy,False,True,evening,False,False,0.0,0.16
41446,41446,urban,1,0.53,35,daylight,clear,True,True,afternoon,True,True,0.0,0.18
43124,43124,rural,1,0.88,60,night,foggy,False,True,morning,False,True,0.0,0.75
18955,18955,rural,1,0.67,45,night,clear,False,False,morning,True,True,2.0,0.4
40403,40403,highway,1,0.51,35,daylight,rainy,True,True,evening,False,False,0.0,0.25
19856,19856,rural,3,0.0,70,dim,foggy,True,False,morning,True,True,0.0,0.25
17647,17647,rural,4,0.9,45,night,foggy,True,False,morning,False,False,3.0,0.67
25040,25040,urban,3,0.32,35,daylight,foggy,True,False,morning,False,False,1.0,0.19
40730,40730,highway,2,0.79,70,daylight,clear,True,True,morning,True,False,2.0,0.43
21548,21548,urban,2,0.87,60,daylight,clear,False,False,morning,True,True,1.0,0.49
35296,35296,urban,1,0.14,25,daylight,foggy,False,True,afternoon,True,False,2.0,0.19
33227,33227,rural,1,0.21,45,night,clear,False,False,evening,False,True,2.0,0.36
33912,33912,highway,1,0.7,70,dim,foggy,False,False,evening,False,False,1.0,0.55
12838,12838,urban,3,0.04,70,dim,clear,True,False,morning,False,False,1.0,0.32
6694,6694,urban,4,0.55,60,night,clear,False,True,afternoon,False,True,0.0,0.56
5236,5236,rural,2,0.15,70,dim,rainy,False,True,evening,True,True,1.0,0.39
4521,4521,highway,1,0.41,60,dim,foggy,True,True,evening,True,False,2.0,0.47
1227,1227,rural,4,0.42,45,dim,clear,False,False,evening,False,False,1.0,0.16
31677,31677,urban,1,0.59,35,night,clear,False,False,evening,True,False,0.0,0.45
12208,12208,highway,2,0.72,60,dim,foggy,False,False,afternoon,True,True,2.0,0.51
11934,11934,urban,4,0.31,45,dim,foggy,False,False,evening,True,False,1.0,0.24
30105,30105,rural,1,0.0,70,daylight,rainy,True,True,morning,True,False,1.0,0.24
7315,7315,rural,4,0.42,70,night,foggy,False,True,morning,True,False,1.0,0.65
26636,26636,urban,4,0.68,25,night,foggy,True,True,evening,False,True,1.0,0.51
26495,26495,urban,2,0.79,60,night,clear,False,True,afternoon,False,True,2.0,0.51
25452,25452,highway,2,0.63,70,night,foggy,False,True,morning,True,True,3.0,0.67
2452,2452,highway,3,0.62,70,night,clear,False,True,morning,False,False,1.0,0.6
37003,37003,urban,4,0.45,70,daylight,foggy,False,True,evening,False,True,1.0,0.44
729,729,highway,3,0.35,35,night,foggy,False,False,morning,False,False,1.0,0.39
20065,20065,rural,2,0.38,35,dim,foggy,True,False,afternoon,False,False,1.0,0.09
17932,17932,urban,2,0.63,60,daylight,clear,True,True,evening,True,False,0.0,0.38
3398,3398,rural,3,0.32,25,dim,foggy,True,True,evening,False,True,1.0,0.22
7449,7449,highway,4,0.03,60,dim,rainy,False,True,afternoon,False,False,0.0,0.23
19775,19775,urban,1,0.74,70,night,clear,False,False,evening,True,True,2.0,0.57
40014,40014,rural,1,0.56,25,dim,foggy,True,False,afternoon,False,True,1.0,0.35
4202,4202,highway,3,0.87,60,daylight,rainy,False,True,evening,True,False,1.0,0.5
17219,17219,highway,1,0.25,45,night,rainy,False,False,afternoon,False,True,2.0,0.41
11660,11660,urban,3,0.28,25,daylight,clear,False,True,evening,True,False,1.0,0.09
41987,41987,rural,3,0.04,25,dim,clear,True,True,afternoon,True,True,0.0,0.03
37423,37423,highway,2,0.92,35,daylight,foggy,False,False,morning,True,True,1.0,0.35
13262,13262,rural,2,0.84,45,night,clear,False,False,afternoon,True,True,1.0,0.35
40311,40311,rural,3,0.57,60,dim,foggy,True,False,morning,False,True,1.0,0.4
31022,31022,highway,3,0.03,25,dim,clear,False,False,evening,False,True,1.0,0.02
41468,41468,highway,2,0.85,60,night,clear,True,True,morning,False,True,1.0,0.72
29772,29772,highway,3,0.32,25,night,clear,False,False,evening,True,False,2.0,0.21
38564,38564,rural,2,0.74,35,night,foggy,False,True,morning,True,True,2.0,0.45
18746,18746,rural,1,0.31,70,dim,foggy,True,False,afternoon,False,False,1.0,0.36
6678,6678,highway,4,0.13,35,daylight,foggy,True,True,evening,True,False,0.0,0.07
39703,39703,rural,2,0.95,25,dim,rainy,True,True,morning,False,False,3.0,0.57
28519,28519,rural,4,0.71,70,night,clear,True,True,morning,True,False,1.0,0.6
8157,8157,rural,2,0.19,60,daylight,foggy,True,False,morning,True,False,1.0,0.43
30130,30130,highway,2,0.64,35,dim,clear,False,False,morning,False,False,0.0,0.21
10910,10910,urban,4,0.1,70,night,clear,True,False,evening,False,True,2.0,0.46
21753,21753,highway,4,0.84,60,night,foggy,True,True,morning,False,True,0.0,0.81
33281,33281,urban,3,0.76,70,daylight,foggy,False,True,morning,True,True,0.0,0.54
11839,11839,rural,4,0.27,70,dim,rainy,False,True,morning,False,True,1.0,0.46
16595,16595,rural,2,0.51,60,dim,clear,False,False,evening,True,False,2.0,0.34
37737,37737,urban,3,0.77,25,dim,foggy,False,False,morning,True,False,1.0,0.42
10385,10385,highway,1,0.24,60,dim,foggy,True,False,evening,False,False,0.0,0.2
36728,36728,rural,1,0.12,25,night,clear,False,True,afternoon,False,False,1.0,0.26
12664,12664,rural,2,0.78,25,daylight,rainy,True,True,afternoon,True,True,0.0,0.4
17060,17060,urban,1,0.83,60,dim,rainy,False,True,morning,False,False,1.0,0.63
30716,30716,urban,2,0.18,25,night,foggy,True,True,evening,True,True,0.0,0.33
40825,40825,highway,4,0.86,60,daylight,foggy,False,False,evening,True,False,2.0,0.56
40793,40793,rural,3,0.24,45,night,foggy,False,True,evening,False,False,0.0,0.4
19810,19810,urban,4,0.52,25,night,foggy,False,True,morning,False,False,1.0,0.42
21173,21173,rural,4,0.04,25,daylight,rainy,False,False,evening,True,False,1.0,0.23
40725,40725,rural,1,0.09,70,night,clear,False,True,evening,False,True,2.0,0.48
26592,26592,highway,4,0.21,45,night,foggy,False,True,evening,True,False,0.0,0.5
7420,7420,highway,3,0.48,45,daylight,rainy,False,False,evening,False,True,1.0,0.19
32446,32446,highway,4,0.22,25,night,clear,True,True,morning,True,True,1.0,0.27
41668,41668,highway,2,0.79,70,night,clear,True,False,evening,True,False,0.0,0.53
28713,28713,rural,1,0.52,60,dim,foggy,True,True,morning,False,False,0.0,0.48
21381,21381,rural,1,0.38,70,night,rainy,False,True,afternoon,False,False,2.0,0.62
10232,10232,rural,2,0.29,70,night,foggy,False,False,afternoon,False,False,1.0,0.57
16180,16180,rural,3,0.86,35,night,foggy,True,True,evening,True,True,3.0,0.72
8961,8961,rural,2,0.25,45,night,foggy,False,False,evening,True,False,1.0,0.3
13238,13238,urban,3,0.28,60,night,foggy,False,False,afternoon,False,False,2.0,0.58
40204,40204,highway,3,0.23,45,dim,rainy,False,True,evening,True,True,0.0,0.26
33051,33051,urban,3,0.29,35,dim,clear,False,True,afternoon,False,True,2.0,0.18
